visit_id,cce_type,available,functional
KD-015-R3,GioStyle (4L),Yes,No
KD-015-R3,Rush (3L),Yes,Yes
KD-015-R3,Ice Packs,Yes,No
KD-015-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-015-R4,Refrigerators,No,
KD-015-R4,Temperature Monitoring Devices,Yes,Yes
KD-015-R4,Cold Boxes (6L),Yes,Yes
KD-015-R4,GioStyle (4L),Yes,Yes
KD-015-R4,Rush (3L),Yes,No
KD-015-R4,Ice Packs,Yes,Yes
KD-015-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-015-R5,Refrigerators,No,
KD-015-R5,Temperature Monitoring Devices,Yes,No
KD-015-R5,Cold Boxes (6L),Yes,Yes
KD-015-R5,GioStyle (4L),Yes,Yes
KD-015-R5,Rush (3L),Yes,Yes
KD-015-R5,Ice Packs,Yes,Yes
KD-015-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-015-R6,Refrigerators,No,
KD-015-R6,Temperature Monitoring Devices,Yes,Yes
KD-015-R6,Cold Boxes (6L),Yes,No
KD-015-R6,GioStyle (4L),Yes,Yes
KD-015-R6,Rush (3L),Yes,No
KD-015-R6,Ice Packs,Yes,Yes
KD-016-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-016-R1,Refrigerators,No,
KD-016-R1,Temperature Monitoring Devices,Yes,Yes
KD-016-R1,Cold Boxes (6L),Yes,Yes
KD-016-R1,GioStyle (4L),Yes,No
KD-016-R1,Rush (3L),Yes,Yes
KD-016-R1,Ice Packs,Yes,Yes
KD-016-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-016-R2,Refrigerators,No,
KD-016-R2,Temperature Monitoring Devices,Yes,Yes
KD-016-R2,Cold Boxes (6L),Yes,Yes
KD-016-R2,GioStyle (4L),Yes,Yes
KD-016-R2,Rush (3L),Yes,Yes
KD-016-R2,Ice Packs,Yes,Yes
KD-016-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-016-R3,Refrigerators,No,
KD-016-R3,Temperature Monitoring Devices,Yes,Yes
KD-016-R3,Cold Boxes (6L),Yes,Yes
KD-016-R3,GioStyle (4L),Yes,Yes
KD-016-R3,Rush (3L),Yes,Yes
KD-016-R3,Ice Packs,Yes,Yes
KD-016-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-016-R4,Refrigerators,No,
KD-016-R4,Temperature Monitoring Devices,Yes,Yes
KD-016-R4,Cold Boxes (6L),Yes,Yes
KD-016-R4,GioStyle (4L),Yes,Yes
KD-016-R4,Rush (3L),Yes,Yes
KD-016-R4,Ice Packs,Yes,Yes
KD-016-R5,Solar Refrigerators and Freezers,Yes,No
KD-016-R5,Refrigerators,No,
KD-016-R5,Temperature Monitoring Devices,Yes,Yes
KD-016-R5,Cold Boxes (6L),Yes,Yes
KD-016-R5,GioStyle (4L),Yes,Yes
KD-016-R5,Rush (3L),Yes,Yes
KD-016-R5,Ice Packs,Yes,Yes
KD-016-R6,Solar Refrigerators and Freezers,Yes,No
KD-016-R6,Refrigerators,No,
KD-016-R6,Temperature Monitoring Devices,Yes,Yes
KD-016-R6,Cold Boxes (6L),Yes,Yes
KD-016-R6,GioStyle (4L),Yes,Yes
KD-016-R6,Rush (3L),Yes,No
KD-016-R6,Ice Packs,Yes,Yes
KD-017-R1,Solar Refrigerators and Freezers,No,
KD-017-R1,Refrigerators,No,
KD-017-R1,Temperature Monitoring Devices,No,
KD-017-R1,Cold Boxes (6L),No,
KD-017-R1,GioStyle (4L),No,
KD-017-R1,Rush (3L),No,
KD-017-R1,Ice Packs,No,
KD-017-R2,Solar Refrigerators and Freezers,No,
KD-017-R2,Refrigerators,No,
KD-017-R2,Temperature Monitoring Devices,No,
KD-017-R2,Cold Boxes (6L),No,
KD-017-R2,GioStyle (4L),No,
KD-017-R2,Rush (3L),No,
KD-017-R2,Ice Packs,No,
KD-017-R3,Solar Refrigerators and Freezers,No,
KD-017-R3,Refrigerators,No,
KD-017-R3,Temperature Monitoring Devices,No,
KD-017-R3,Cold Boxes (6L),No,
KD-017-R3,GioStyle (4L),No,
KD-017-R3,Rush (3L),No,
KD-017-R3,Ice Packs,No,
KD-017-R4,Solar Refrigerators and Freezers,No,
KD-017-R4,Refrigerators,No,
KD-017-R4,Temperature Monitoring Devices,No,
KD-017-R4,Cold Boxes (6L),No,
KD-017-R4,GioStyle (4L),No,
KD-017-R4,Rush (3L),No,
KD-017-R4,Ice Packs,No,
KD-017-R5,Solar Refrigerators and Freezers,No,
KD-017-R5,Refrigerators,No,
KD-017-R5,Temperature Monitoring Devices,No,
KD-017-R5,Cold Boxes (6L),No,
KD-017-R5,GioStyle (4L),No,
KD-017-R5,Rush (3L),No,
KD-017-R5,Ice Packs,No,
KD-017-R6,Solar Refrigerators and Freezers,No,
KD-017-R6,Refrigerators,No,
KD-017-R6,Temperature Monitoring Devices,No,
KD-017-R6,Cold Boxes (6L),No,
KD-017-R6,GioStyle (4L),No,
KD-017-R6,Rush (3L),No,
KD-017-R6,Ice Packs,No,
KD-018-R1,Solar Refrigerators and Freezers,No,
KD-018-R1,Refrigerators,Yes,No
KD-018-R1,Temperature Monitoring Devices,Yes,Yes
KD-018-R1,Cold Boxes (6L),Yes,Yes
KD-018-R1,GioStyle (4L),No,
KD-018-R1,Rush (3L),Yes,Yes
KD-018-R1,Ice Packs,Yes,Yes
KD-018-R2,Solar Refrigerators and Freezers,No,
KD-018-R2,Refrigerators,Yes,Yes
KD-018-R2,Temperature Monitoring Devices,Yes,No
KD-018-R2,Cold Boxes (6L),Yes,Yes
KD-018-R2,GioStyle (4L),No,
KD-018-R2,Rush (3L),Yes,Yes
KD-018-R2,Ice Packs,Yes,No
KD-018-R3,Solar Refrigerators and Freezers,No,
KD-018-R3,Refrigerators,Yes,No
KD-018-R3,Temperature Monitoring Devices,Yes,No
KD-018-R3,Cold Boxes (6L),Yes,Yes
KD-018-R3,GioStyle (4L),No,
KD-018-R3,Rush (3L),Yes,Yes
KD-018-R3,Ice Packs,Yes,Yes
KD-018-R4,Solar Refrigerators and Freezers,No,
KD-018-R4,Refrigerators,Yes,No
KD-018-R4,Temperature Monitoring Devices,Yes,Yes
KD-018-R4,Cold Boxes (6L),Yes,Yes
KD-018-R4,GioStyle (4L),No,
KD-018-R4,Rush (3L),Yes,Yes
KD-018-R4,Ice Packs,Yes,Yes
KD-018-R5,Solar Refrigerators and Freezers,No,
KD-018-R5,Refrigerators,Yes,Yes
KD-018-R5,Temperature Monitoring Devices,Yes,Yes
KD-018-R5,Cold Boxes (6L),Yes,No
KD-018-R5,GioStyle (4L),No,
KD-018-R5,Rush (3L),Yes,Yes
KD-018-R5,Ice Packs,Yes,Yes
KD-018-R6,Solar Refrigerators and Freezers,No,
KD-018-R6,Refrigerators,Yes,Yes
KD-018-R6,Temperature Monitoring Devices,Yes,Yes
KD-018-R6,Cold Boxes (6L),Yes,No
KD-018-R6,GioStyle (4L),No,
KD-018-R6,Rush (3L),Yes,Yes
KD-018-R6,Ice Packs,Yes,Yes
KD-019-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R1,Refrigerators,No,
KD-019-R1,Temperature Monitoring Devices,No,
KD-019-R1,Cold Boxes (6L),Yes,Yes
KD-019-R1,GioStyle (4L),Yes,Yes
KD-019-R1,Rush (3L),Yes,Yes
KD-019-R1,Ice Packs,Yes,Yes
KD-019-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R2,Refrigerators,No,
KD-019-R2,Temperature Monitoring Devices,No,
KD-019-R2,Cold Boxes (6L),Yes,Yes
KD-019-R2,GioStyle (4L),Yes,Yes
KD-019-R2,Rush (3L),Yes,Yes
KD-019-R2,Ice Packs,Yes,Yes
KD-019-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R3,Refrigerators,No,
KD-019-R3,Temperature Monitoring Devices,No,
KD-019-R3,Cold Boxes (6L),Yes,Yes
KD-019-R3,GioStyle (4L),Yes,Yes
KD-019-R3,Rush (3L),Yes,Yes
KD-019-R3,Ice Packs,Yes,Yes
KD-019-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R4,Refrigerators,No,
KD-019-R4,Temperature Monitoring Devices,No,
KD-019-R4,Cold Boxes (6L),Yes,Yes
KD-019-R4,GioStyle (4L),Yes,Yes
KD-019-R4,Rush (3L),Yes,Yes
KD-019-R4,Ice Packs,Yes,Yes
KD-019-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R5,Refrigerators,No,
KD-019-R5,Temperature Monitoring Devices,No,
KD-019-R5,Cold Boxes (6L),Yes,Yes
KD-019-R5,GioStyle (4L),Yes,Yes
KD-019-R5,Rush (3L),Yes,Yes
KD-019-R5,Ice Packs,Yes,Yes
KD-019-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-019-R6,Refrigerators,No,
KD-019-R6,Temperature Monitoring Devices,No,
KD-019-R6,Cold Boxes (6L),Yes,Yes
KD-019-R6,GioStyle (4L),Yes,Yes
KD-019-R6,Rush (3L),Yes,Yes
KD-019-R6,Ice Packs,Yes,No
KD-020-R1,Solar Refrigerators and Freezers,No,
KD-020-R1,Refrigerators,No,
KD-020-R1,Temperature Monitoring Devices,No,
KD-020-R1,Cold Boxes (6L),No,
KD-020-R1,GioStyle (4L),No,
KD-020-R1,Rush (3L),No,
KD-020-R1,Ice Packs,No,
KD-020-R2,Solar Refrigerators and Freezers,No,
KD-020-R2,Refrigerators,No,
KD-020-R2,Temperature Monitoring Devices,No,
KD-020-R2,Cold Boxes (6L),No,
KD-020-R2,GioStyle (4L),No,
KD-020-R2,Rush (3L),No,
KD-020-R2,Ice Packs,No,
KD-020-R3,Solar Refrigerators and Freezers,No,
KD-020-R3,Refrigerators,No,
KD-020-R3,Temperature Monitoring Devices,No,
KD-020-R3,Cold Boxes (6L),No,
KD-020-R3,GioStyle (4L),No,
KD-020-R3,Rush (3L),No,
KD-020-R3,Ice Packs,No,
KD-020-R4,Solar Refrigerators and Freezers,No,
KD-020-R4,Refrigerators,No,
KD-020-R4,Temperature Monitoring Devices,No,
KD-020-R4,Cold Boxes (6L),No,
KD-020-R4,GioStyle (4L),No,
KD-020-R4,Rush (3L),No,
KD-020-R4,Ice Packs,No,
KD-020-R5,Solar Refrigerators and Freezers,No,
KD-020-R5,Refrigerators,No,
KD-020-R5,Temperature Monitoring Devices,No,
KD-020-R5,Cold Boxes (6L),No,
KD-020-R5,GioStyle (4L),No,
KD-020-R5,Rush (3L),No,
KD-020-R5,Ice Packs,No,
KD-020-R6,Solar Refrigerators and Freezers,No,
KD-020-R6,Refrigerators,No,
KD-020-R6,Temperature Monitoring Devices,No,
KD-020-R6,Cold Boxes (6L),No,
KD-020-R6,GioStyle (4L),No,
KD-020-R6,Rush (3L),No,
KD-020-R6,Ice Packs,No,
KD-021-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-021-R1,Refrigerators,Yes,Yes
KD-021-R1,Temperature Monitoring Devices,Yes,Yes
KD-021-R1,Cold Boxes (6L),No,
KD-021-R1,GioStyle (4L),Yes,Yes
KD-021-R1,Rush (3L),No,
KD-021-R1,Ice Packs,Yes,Yes
KD-021-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-021-R2,Refrigerators,Yes,No
KD-021-R2,Temperature Monitoring Devices,Yes,Yes
KD-021-R2,Cold Boxes (6L),No,
KD-021-R2,GioStyle (4L),Yes,No
KD-021-R2,Rush (3L),No,
KD-021-R2,Ice Packs,Yes,Yes
KD-021-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-021-R3,Refrigerators,Yes,Yes
KD-021-R3,Temperature Monitoring Devices,Yes,Yes
KD-021-R3,Cold Boxes (6L),No,
KD-021-R3,GioStyle (4L),Yes,Yes
KD-021-R3,Rush (3L),No,
KD-021-R3,Ice Packs,Yes,No
KD-021-R4,Solar Refrigerators and Freezers,Yes,No
KD-021-R4,Refrigerators,Yes,Yes
KD-021-R4,Temperature Monitoring Devices,Yes,Yes
KD-021-R4,Cold Boxes (6L),No,
KD-021-R4,GioStyle (4L),Yes,Yes
KD-021-R4,Rush (3L),No,
KD-021-R4,Ice Packs,Yes,Yes
KD-021-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-021-R5,Refrigerators,Yes,Yes
KD-021-R5,Temperature Monitoring Devices,Yes,Yes
KD-021-R5,Cold Boxes (6L),No,
KD-021-R5,GioStyle (4L),Yes,No
KD-021-R5,Rush (3L),No,
KD-021-R5,Ice Packs,Yes,No
KD-021-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-021-R6,Refrigerators,Yes,Yes
KD-021-R6,Temperature Monitoring Devices,Yes,Yes
KD-021-R6,Cold Boxes (6L),No,
KD-021-R6,GioStyle (4L),Yes,Yes
KD-021-R6,Rush (3L),No,
KD-021-R6,Ice Packs,Yes,Yes
KD-022-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-022-R1,Refrigerators,Yes,Yes
KD-022-R1,Temperature Monitoring Devices,Yes,Yes
KD-022-R1,Cold Boxes (6L),Yes,Yes
KD-022-R1,GioStyle (4L),Yes,Yes
KD-022-R1,Rush (3L),No,
KD-022-R1,Ice Packs,Yes,Yes
KD-022-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-022-R2,Refrigerators,Yes,Yes
KD-022-R2,Temperature Monitoring Devices,Yes,No
KD-022-R2,Cold Boxes (6L),Yes,No
KD-022-R2,GioStyle (4L),Yes,No
KD-022-R2,Rush (3L),No,
KD-022-R2,Ice Packs,Yes,Yes
KD-022-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-022-R3,Refrigerators,Yes,Yes
KD-022-R3,Temperature Monitoring Devices,Yes,Yes
KD-022-R3,Cold Boxes (6L),Yes,Yes
KD-022-R3,GioStyle (4L),Yes,No
KD-022-R3,Rush (3L),No,
KD-022-R3,Ice Packs,Yes,No
KD-022-R4,Solar Refrigerators and Freezers,Yes,No
KD-022-R4,Refrigerators,Yes,Yes
KD-022-R4,Temperature Monitoring Devices,Yes,Yes
KD-022-R4,Cold Boxes (6L),Yes,No
KD-022-R4,GioStyle (4L),Yes,No
KD-022-R4,Rush (3L),No,
KD-022-R4,Ice Packs,Yes,Yes
KD-022-R5,Solar Refrigerators and Freezers,Yes,No
KD-022-R5,Refrigerators,Yes,Yes
KD-022-R5,Temperature Monitoring Devices,Yes,Yes
KD-022-R5,Cold Boxes (6L),Yes,Yes
KD-022-R5,GioStyle (4L),Yes,Yes
KD-022-R5,Rush (3L),No,
KD-022-R5,Ice Packs,Yes,Yes
KD-022-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-022-R6,Refrigerators,Yes,Yes
KD-022-R6,Temperature Monitoring Devices,Yes,Yes
KD-022-R6,Cold Boxes (6L),Yes,Yes
KD-022-R6,GioStyle (4L),Yes,No
KD-022-R6,Rush (3L),No,
KD-022-R6,Ice Packs,Yes,Yes
KD-023-R1,Solar Refrigerators and Freezers,Yes,No
KD-023-R1,Refrigerators,Yes,Yes
KD-023-R1,Temperature Monitoring Devices,Yes,No
KD-023-R1,Cold Boxes (6L),No,
KD-023-R1,GioStyle (4L),Yes,Yes
KD-023-R1,Rush (3L),Yes,Yes
KD-023-R1,Ice Packs,Yes,Yes
KD-023-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-023-R2,Refrigerators,Yes,Yes
KD-023-R2,Temperature Monitoring Devices,Yes,Yes
KD-023-R2,Cold Boxes (6L),No,
KD-023-R2,GioStyle (4L),Yes,Yes
KD-023-R2,Rush (3L),Yes,No
KD-023-R2,Ice Packs,Yes,Yes
KD-023-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-023-R3,Refrigerators,Yes,No
KD-023-R3,Temperature Monitoring Devices,Yes,Yes
KD-023-R3,Cold Boxes (6L),No,
KD-023-R3,GioStyle (4L),Yes,Yes
KD-023-R3,Rush (3L),Yes,No
KD-023-R3,Ice Packs,Yes,Yes
KD-023-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-023-R4,Refrigerators,Yes,Yes
KD-023-R4,Temperature Monitoring Devices,Yes,Yes
KD-023-R4,Cold Boxes (6L),No,
KD-023-R4,GioStyle (4L),Yes,Yes
KD-023-R4,Rush (3L),Yes,No
KD-023-R4,Ice Packs,Yes,No
KD-023-R5,Solar Refrigerators and Freezers,Yes,No
KD-023-R5,Refrigerators,Yes,No
KD-023-R5,Temperature Monitoring Devices,Yes,No
KD-023-R5,Cold Boxes (6L),No,
KD-023-R5,GioStyle (4L),Yes,Yes
KD-023-R5,Rush (3L),Yes,No
KD-023-R5,Ice Packs,Yes,No
KD-023-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-023-R6,Refrigerators,Yes,Yes
KD-023-R6,Temperature Monitoring Devices,Yes,Yes
KD-023-R6,Cold Boxes (6L),No,
KD-023-R6,GioStyle (4L),Yes,Yes
KD-023-R6,Rush (3L),Yes,No
KD-023-R6,Ice Packs,Yes,Yes
KD-024-R1,Solar Refrigerators and Freezers,No,
KD-024-R1,Refrigerators,No,
KD-024-R1,Temperature Monitoring Devices,No,
KD-024-R1,Cold Boxes (6L),No,
KD-024-R1,GioStyle (4L),No,
KD-024-R1,Rush (3L),No,
KD-024-R1,Ice Packs,No,
KD-024-R2,Solar Refrigerators and Freezers,No,
KD-024-R2,Refrigerators,No,
KD-024-R2,Temperature Monitoring Devices,No,
KD-024-R2,Cold Boxes (6L),No,
KD-024-R2,GioStyle (4L),No,
KD-024-R2,Rush (3L),No,
KD-024-R2,Ice Packs,No,
KD-024-R3,Solar Refrigerators and Freezers,No,
KD-024-R3,Refrigerators,No,
KD-024-R3,Temperature Monitoring Devices,No,
KD-024-R3,Cold Boxes (6L),No,
KD-024-R3,GioStyle (4L),No,
KD-024-R3,Rush (3L),No,
KD-024-R3,Ice Packs,No,
KD-024-R4,Solar Refrigerators and Freezers,No,
KD-024-R4,Refrigerators,No,
KD-024-R4,Temperature Monitoring Devices,No,
KD-024-R4,Cold Boxes (6L),No,
KD-024-R4,GioStyle (4L),No,
KD-024-R4,Rush (3L),No,
KD-024-R4,Ice Packs,No,
KD-024-R5,Solar Refrigerators and Freezers,No,
KD-024-R5,Refrigerators,No,
KD-024-R5,Temperature Monitoring Devices,No,
KD-024-R5,Cold Boxes (6L),No,
KD-024-R5,GioStyle (4L),No,
KD-024-R5,Rush (3L),No,
KD-024-R5,Ice Packs,No,
KD-024-R6,Solar Refrigerators and Freezers,No,
KD-024-R6,Refrigerators,No,
KD-024-R6,Temperature Monitoring Devices,No,
KD-024-R6,Cold Boxes (6L),No,
KD-024-R6,GioStyle (4L),No,
KD-024-R6,Rush (3L),No,
KD-024-R6,Ice Packs,No,
KD-025-R1,Solar Refrigerators and Freezers,No,
KD-025-R1,Refrigerators,No,
KD-025-R1,Temperature Monitoring Devices,Yes,Yes
KD-025-R1,Cold Boxes (6L),Yes,Yes
KD-025-R1,GioStyle (4L),Yes,Yes
KD-025-R1,Rush (3L),Yes,Yes
KD-025-R1,Ice Packs,Yes,Yes
KD-025-R2,Solar Refrigerators and Freezers,No,
KD-025-R2,Refrigerators,No,
KD-025-R2,Temperature Monitoring Devices,Yes,Yes
KD-025-R2,Cold Boxes (6L),Yes,Yes
KD-025-R2,GioStyle (4L),Yes,Yes
KD-025-R2,Rush (3L),Yes,Yes
KD-025-R2,Ice Packs,Yes,Yes
KD-025-R3,Solar Refrigerators and Freezers,No,
KD-025-R3,Refrigerators,No,
KD-025-R3,Temperature Monitoring Devices,Yes,Yes
KD-025-R3,Cold Boxes (6L),Yes,No
KD-025-R3,GioStyle (4L),Yes,Yes
KD-025-R3,Rush (3L),Yes,Yes
KD-025-R3,Ice Packs,Yes,Yes
KD-025-R4,Solar Refrigerators and Freezers,No,
KD-025-R4,Refrigerators,No,
KD-025-R4,Temperature Monitoring Devices,Yes,No
KD-025-R4,Cold Boxes (6L),Yes,Yes
KD-025-R4,GioStyle (4L),Yes,No
KD-025-R4,Rush (3L),Yes,Yes
KD-025-R4,Ice Packs,Yes,Yes
KD-025-R5,Solar Refrigerators and Freezers,No,
KD-025-R5,Refrigerators,No,
KD-025-R5,Temperature Monitoring Devices,Yes,Yes
KD-025-R5,Cold Boxes (6L),Yes,Yes
KD-025-R5,GioStyle (4L),Yes,Yes
KD-025-R5,Rush (3L),Yes,No
KD-025-R5,Ice Packs,Yes,Yes
KD-025-R6,Solar Refrigerators and Freezers,No,
KD-025-R6,Refrigerators,No,
KD-025-R6,Temperature Monitoring Devices,Yes,Yes
KD-025-R6,Cold Boxes (6L),Yes,Yes
KD-025-R6,GioStyle (4L),Yes,Yes
KD-025-R6,Rush (3L),Yes,Yes
KD-025-R6,Ice Packs,Yes,Yes
KD-026-R1,Solar Refrigerators and Freezers,No,
KD-026-R1,Refrigerators,No,
KD-026-R1,Temperature Monitoring Devices,Yes,Yes
KD-026-R1,Cold Boxes (6L),Yes,No
KD-026-R1,GioStyle (4L),No,
KD-026-R1,Rush (3L),No,
KD-026-R1,Ice Packs,Yes,Yes
KD-026-R2,Solar Refrigerators and Freezers,No,
KD-026-R2,Refrigerators,No,
KD-026-R2,Temperature Monitoring Devices,Yes,Yes
KD-026-R2,Cold Boxes (6L),Yes,No
KD-026-R2,GioStyle (4L),No,
KD-026-R2,Rush (3L),No,
KD-026-R2,Ice Packs,Yes,No
KD-026-R3,Solar Refrigerators and Freezers,No,
KD-026-R3,Refrigerators,No,
KD-026-R3,Temperature Monitoring Devices,Yes,Yes
KD-026-R3,Cold Boxes (6L),Yes,Yes
KD-026-R3,GioStyle (4L),No,
KD-026-R3,Rush (3L),No,
KD-026-R3,Ice Packs,Yes,Yes
KD-026-R4,Solar Refrigerators and Freezers,No,
KD-026-R4,Refrigerators,No,
KD-026-R4,Temperature Monitoring Devices,Yes,Yes
KD-026-R4,Cold Boxes (6L),Yes,Yes
KD-026-R4,GioStyle (4L),No,
KD-026-R4,Rush (3L),No,
KD-026-R4,Ice Packs,Yes,No
KD-026-R5,Solar Refrigerators and Freezers,No,
KD-026-R5,Refrigerators,No,
KD-026-R5,Temperature Monitoring Devices,Yes,Yes
KD-026-R5,Cold Boxes (6L),Yes,No
KD-026-R5,GioStyle (4L),No,
KD-026-R5,Rush (3L),No,
KD-026-R5,Ice Packs,Yes,Yes
KD-026-R6,Solar Refrigerators and Freezers,No,
KD-026-R6,Refrigerators,No,
KD-026-R6,Temperature Monitoring Devices,Yes,No
KD-026-R6,Cold Boxes (6L),Yes,Yes
KD-026-R6,GioStyle (4L),No,
KD-026-R6,Rush (3L),No,
KD-026-R6,Ice Packs,Yes,Yes
KD-027-R1,Solar Refrigerators and Freezers,No,
KD-027-R1,Refrigerators,No,
KD-027-R1,Temperature Monitoring Devices,No,
KD-027-R1,Cold Boxes (6L),No,
KD-027-R1,GioStyle (4L),No,
KD-027-R1,Rush (3L),No,
KD-027-R1,Ice Packs,No,
KD-027-R2,Solar Refrigerators and Freezers,No,
KD-027-R2,Refrigerators,No,
KD-027-R2,Temperature Monitoring Devices,No,
KD-027-R2,Cold Boxes (6L),No,
KD-027-R2,GioStyle (4L),No,
KD-027-R2,Rush (3L),No,
KD-027-R2,Ice Packs,No,
KD-027-R3,Solar Refrigerators and Freezers,No,
KD-027-R3,Refrigerators,No,
KD-027-R3,Temperature Monitoring Devices,No,
KD-027-R3,Cold Boxes (6L),No,
KD-027-R3,GioStyle (4L),No,
KD-027-R3,Rush (3L),No,
KD-027-R3,Ice Packs,No,
KD-027-R4,Solar Refrigerators and Freezers,No,
KD-027-R4,Refrigerators,No,
KD-027-R4,Temperature Monitoring Devices,No,
KD-027-R4,Cold Boxes (6L),No,
KD-027-R4,GioStyle (4L),No,
KD-027-R4,Rush (3L),No,
KD-027-R4,Ice Packs,No,
KD-027-R5,Solar Refrigerators and Freezers,No,
KD-027-R5,Refrigerators,No,
KD-027-R5,Temperature Monitoring Devices,No,
KD-027-R5,Cold Boxes (6L),No,
KD-027-R5,GioStyle (4L),No,
KD-027-R5,Rush (3L),No,
KD-027-R5,Ice Packs,No,
KD-027-R6,Solar Refrigerators and Freezers,No,
KD-027-R6,Refrigerators,No,
KD-027-R6,Temperature Monitoring Devices,No,
KD-027-R6,Cold Boxes (6L),No,
KD-027-R6,GioStyle (4L),No,
KD-027-R6,Rush (3L),No,
KD-027-R6,Ice Packs,No,
KD-028-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-028-R1,Refrigerators,No,
KD-028-R1,Temperature Monitoring Devices,Yes,No
KD-028-R1,Cold Boxes (6L),Yes,Yes
KD-028-R1,GioStyle (4L),Yes,No
KD-028-R1,Rush (3L),No,
KD-028-R1,Ice Packs,Yes,Yes
KD-028-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-028-R2,Refrigerators,No,
KD-028-R2,Temperature Monitoring Devices,Yes,No
KD-028-R2,Cold Boxes (6L),Yes,No
KD-028-R2,GioStyle (4L),Yes,No
KD-028-R2,Rush (3L),No,
KD-028-R2,Ice Packs,Yes,Yes
KD-028-R3,Solar Refrigerators and Freezers,Yes,No
KD-028-R3,Refrigerators,No,
KD-028-R3,Temperature Monitoring Devices,Yes,No
KD-028-R3,Cold Boxes (6L),Yes,Yes
KD-028-R3,GioStyle (4L),Yes,Yes
KD-028-R3,Rush (3L),No,
KD-028-R3,Ice Packs,Yes,Yes
KD-028-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-028-R4,Refrigerators,No,
KD-028-R4,Temperature Monitoring Devices,Yes,Yes
KD-028-R4,Cold Boxes (6L),Yes,Yes
KD-028-R4,GioStyle (4L),Yes,No
KD-028-R4,Rush (3L),No,
KD-028-R4,Ice Packs,Yes,Yes
KD-028-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-028-R5,Refrigerators,No,
KD-028-R5,Temperature Monitoring Devices,Yes,Yes
KD-028-R5,Cold Boxes (6L),Yes,Yes
KD-028-R5,GioStyle (4L),Yes,No
KD-028-R5,Rush (3L),No,
KD-028-R5,Ice Packs,Yes,No
KD-028-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-028-R6,Refrigerators,No,
KD-028-R6,Temperature Monitoring Devices,Yes,Yes
KD-028-R6,Cold Boxes (6L),Yes,No
KD-028-R6,GioStyle (4L),Yes,Yes
KD-028-R6,Rush (3L),No,
KD-028-R6,Ice Packs,Yes,Yes
KD-029-R1,Solar Refrigerators and Freezers,Yes,No
KD-029-R1,Refrigerators,Yes,Yes
KD-029-R1,Temperature Monitoring Devices,Yes,No
KD-029-R1,Cold Boxes (6L),No,
KD-029-R1,GioStyle (4L),Yes,No
KD-029-R1,Rush (3L),No,
KD-029-R1,Ice Packs,Yes,Yes
KD-029-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-029-R2,Refrigerators,Yes,Yes
KD-029-R2,Temperature Monitoring Devices,Yes,No
KD-029-R2,Cold Boxes (6L),No,
KD-029-R2,GioStyle (4L),Yes,Yes
KD-029-R2,Rush (3L),No,
KD-029-R2,Ice Packs,Yes,No
KD-029-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-029-R3,Refrigerators,Yes,Yes
KD-029-R3,Temperature Monitoring Devices,Yes,No
KD-029-R3,Cold Boxes (6L),No,
KD-029-R3,GioStyle (4L),Yes,Yes
KD-029-R3,Rush (3L),No,
KD-029-R3,Ice Packs,Yes,Yes
KD-029-R4,Solar Refrigerators and Freezers,Yes,No
KD-029-R4,Refrigerators,Yes,Yes
KD-029-R4,Temperature Monitoring Devices,Yes,Yes
KD-029-R4,Cold Boxes (6L),No,
KD-029-R4,GioStyle (4L),Yes,Yes
KD-029-R4,Rush (3L),No,
KD-029-R4,Ice Packs,Yes,Yes
KD-029-R5,Solar Refrigerators and Freezers,Yes,No
KD-029-R5,Refrigerators,Yes,Yes
KD-029-R5,Temperature Monitoring Devices,Yes,Yes
