visit_id,service,offered,dedicated_days,all_planned_sessions_conducted,reason_not_conducted
KD-010-R3,Nutrition,Yes,MTWTF,Yes,
KD-010-R3,Antenatal Care,Yes,Specific days,Yes,
KD-010-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-010-R3,IMCI,No,,,
KD-010-R3,Malaria,Yes,Specific days,Yes,
KD-010-R3,Labour and Delivery,Yes,MTWTF,No,Low community turnout / community resistance
KD-010-R3,Family Planning,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-010-R4,Immunization,Yes,MTWTF,Yes,
KD-010-R4,Nutrition,Yes,MTWTFSS,Yes,
KD-010-R4,Antenatal Care,Yes,MTWTFSS,Yes,
KD-010-R4,Postnatal Care,Yes,On needs basis,No,Lack of transportation or logistics support
KD-010-R4,IMCI,No,,,
KD-010-R4,Malaria,Yes,MTWTF,Yes,
KD-010-R4,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-010-R4,Family Planning,Yes,Specific days,Yes,
KD-010-R5,Immunization,Yes,MTWTF,No,Low community turnout / community resistance
KD-010-R5,Nutrition,Yes,Specific days,Yes,
KD-010-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-010-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-010-R5,IMCI,No,,,
KD-010-R5,Malaria,Yes,MTWTFSS,Yes,
KD-010-R5,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-010-R5,Family Planning,Yes,Specific days,Yes,
KD-010-R6,Immunization,Yes,MTWTFSS,No,"Security concerns (insecurity, movement restrictions)"
KD-010-R6,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-010-R6,Antenatal Care,Yes,MTWTF,No,Weather or environmental conditions
KD-010-R6,Postnatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-010-R6,IMCI,No,,,
KD-010-R6,Malaria,Yes,On needs basis,No,Low community turnout / community resistance
KD-010-R6,Labour and Delivery,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-010-R6,Family Planning,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-011-R1,Immunization,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-011-R1,Nutrition,Yes,Specific days,Yes,
KD-011-R1,Antenatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-011-R1,Postnatal Care,Yes,Specific days,No,Weather or environmental conditions
KD-011-R1,IMCI,Yes,MTWTF,Yes,
KD-011-R1,Malaria,Yes,MTWTF,No,Weather or environmental conditions
KD-011-R1,Labour and Delivery,No,,,
KD-011-R1,Family Planning,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-011-R2,Immunization,Yes,Specific days,Yes,
KD-011-R2,Nutrition,Yes,Specific days,Yes,
KD-011-R2,Antenatal Care,Yes,On needs basis,Yes,
KD-011-R2,Postnatal Care,Yes,Specific days,Yes,
KD-011-R2,IMCI,Yes,MTWTF,Yes,
KD-011-R2,Malaria,Yes,Specific days,Yes,
KD-011-R2,Labour and Delivery,No,,,
KD-011-R2,Family Planning,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-011-R3,Immunization,Yes,Specific days,Yes,
KD-011-R3,Nutrition,Yes,Specific days,Yes,
KD-011-R3,Antenatal Care,Yes,On needs basis,Yes,
KD-011-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-011-R3,IMCI,Yes,MTWTF,Yes,
KD-011-R3,Malaria,Yes,On needs basis,Yes,
KD-011-R3,Labour and Delivery,No,,,
KD-011-R3,Family Planning,Yes,On needs basis,Yes,
KD-011-R4,Immunization,Yes,Specific days,No,Vaccine stock-out
KD-011-R4,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-011-R4,Antenatal Care,Yes,MTWTF,Yes,
KD-011-R4,Postnatal Care,Yes,On needs basis,Yes,
KD-011-R4,IMCI,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-011-R4,Malaria,Yes,MTWTF,Yes,
KD-011-R4,Labour and Delivery,No,,,
KD-011-R4,Family Planning,Yes,MTWTF,No,Low community turnout / community resistance
KD-011-R5,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-011-R5,Nutrition,Yes,Specific days,Yes,
KD-011-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-011-R5,Postnatal Care,Yes,On needs basis,Yes,
KD-011-R5,IMCI,Yes,MTWTF,Yes,
KD-011-R5,Malaria,Yes,MTWTF,Yes,
KD-011-R5,Labour and Delivery,No,,,
KD-011-R5,Family Planning,Yes,MTWTF,Yes,
KD-011-R6,Immunization,Yes,Specific days,Yes,
KD-011-R6,Nutrition,Yes,MTWTFSS,Yes,
KD-011-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-011-R6,Postnatal Care,Yes,MTWTF,No,Lack of transportation or logistics support
KD-011-R6,IMCI,Yes,Specific days,Yes,
KD-011-R6,Malaria,Yes,MTWTF,Yes,
KD-011-R6,Labour and Delivery,No,,,
KD-011-R6,Family Planning,Yes,On needs basis,Yes,
KD-012-R1,Immunization,Yes,MTWTFSS,Yes,
KD-012-R1,Nutrition,Yes,Specific days,Yes,
KD-012-R1,Antenatal Care,Yes,Specific days,Yes,
KD-012-R1,Postnatal Care,No,,,
KD-012-R1,IMCI,Yes,MTWTF,Yes,
KD-012-R1,Malaria,Yes,MTWTF,Yes,
KD-012-R1,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-012-R1,Family Planning,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-012-R2,Immunization,Yes,MTWTF,Yes,
KD-012-R2,Nutrition,Yes,MTWTFSS,No,"Attending training, meeting, or other official assignment"
KD-012-R2,Antenatal Care,Yes,MTWTFSS,Yes,
KD-012-R2,Postnatal Care,No,,,
KD-012-R2,IMCI,Yes,MTWTFSS,No,Low community turnout / community resistance
KD-012-R2,Malaria,Yes,MTWTF,Yes,
KD-012-R2,Labour and Delivery,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-012-R2,Family Planning,Yes,MTWTF,Yes,
KD-012-R3,Immunization,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-012-R3,Nutrition,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-012-R3,Antenatal Care,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-012-R3,Postnatal Care,No,,,
KD-012-R3,IMCI,Yes,MTWTFSS,Yes,
KD-012-R3,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-012-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-012-R3,Family Planning,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-012-R4,Immunization,Yes,MTWTFSS,No,Weather or environmental conditions
KD-012-R4,Nutrition,Yes,Specific days,Yes,
KD-012-R4,Antenatal Care,Yes,MTWTFSS,Yes,
KD-012-R4,Postnatal Care,No,,,
KD-012-R4,IMCI,Yes,MTWTF,Yes,
KD-012-R4,Malaria,Yes,MTWTFSS,Yes,
KD-012-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-012-R4,Family Planning,Yes,MTWTFSS,Yes,
KD-012-R5,Immunization,Yes,MTWTF,Yes,
KD-012-R5,Nutrition,Yes,Specific days,No,Weather or environmental conditions
KD-012-R5,Antenatal Care,Yes,Specific days,Yes,
KD-012-R5,Postnatal Care,No,,,
KD-012-R5,IMCI,Yes,MTWTF,No,Weather or environmental conditions
KD-012-R5,Malaria,Yes,Specific days,Yes,
KD-012-R5,Labour and Delivery,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-012-R5,Family Planning,Yes,Specific days,Yes,
KD-012-R6,Immunization,Yes,MTWTFSS,Yes,
KD-012-R6,Nutrition,Yes,Specific days,No,Low community turnout / community resistance
KD-012-R6,Antenatal Care,Yes,On needs basis,Yes,
KD-012-R6,Postnatal Care,No,,,
KD-012-R6,IMCI,Yes,Specific days,Yes,
KD-012-R6,Malaria,Yes,MTWTF,Yes,
KD-012-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-012-R6,Family Planning,Yes,MTWTF,Yes,
KD-013-R1,Immunization,Yes,Specific days,Yes,
KD-013-R1,Nutrition,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-013-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-013-R1,Postnatal Care,Yes,Specific days,Yes,
KD-013-R1,IMCI,Yes,Specific days,Yes,
KD-013-R1,Malaria,Yes,Specific days,Yes,
KD-013-R1,Labour and Delivery,No,,,
KD-013-R1,Family Planning,Yes,MTWTF,Yes,
KD-013-R2,Immunization,Yes,Specific days,Yes,
KD-013-R2,Nutrition,Yes,Specific days,Yes,
KD-013-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-013-R2,Postnatal Care,Yes,Specific days,Yes,
KD-013-R2,IMCI,Yes,MTWTFSS,Yes,
KD-013-R2,Malaria,Yes,Specific days,Yes,
KD-013-R2,Labour and Delivery,No,,,
KD-013-R2,Family Planning,Yes,Specific days,Yes,
KD-013-R3,Immunization,Yes,Specific days,Yes,
KD-013-R3,Nutrition,Yes,Specific days,Yes,
KD-013-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-013-R3,Postnatal Care,Yes,MTWTF,Yes,
KD-013-R3,IMCI,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-013-R3,Malaria,Yes,MTWTF,Yes,
KD-013-R3,Labour and Delivery,No,,,
KD-013-R3,Family Planning,Yes,MTWTF,Yes,
KD-013-R4,Immunization,Yes,MTWTF,Yes,
KD-013-R4,Nutrition,Yes,Specific days,Yes,
KD-013-R4,Antenatal Care,Yes,MTWTFSS,Yes,
KD-013-R4,Postnatal Care,Yes,Specific days,Yes,
KD-013-R4,IMCI,Yes,On needs basis,Yes,
KD-013-R4,Malaria,Yes,MTWTFSS,Yes,
KD-013-R4,Labour and Delivery,No,,,
KD-013-R4,Family Planning,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-013-R5,Immunization,Yes,Specific days,Yes,
KD-013-R5,Nutrition,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-013-R5,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-013-R5,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-013-R5,IMCI,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-013-R5,Malaria,Yes,Specific days,Yes,
KD-013-R5,Labour and Delivery,No,,,
KD-013-R5,Family Planning,Yes,MTWTF,Yes,
KD-013-R6,Immunization,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-013-R6,Nutrition,Yes,Specific days,Yes,
KD-013-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-013-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-013-R6,IMCI,Yes,MTWTFSS,Yes,
KD-013-R6,Malaria,Yes,Specific days,Yes,
KD-013-R6,Labour and Delivery,No,,,
KD-013-R6,Family Planning,Yes,MTWTFSS,Yes,
KD-014-R1,Immunization,Yes,MTWTFSS,Yes,
KD-014-R1,Nutrition,No,,,
KD-014-R1,Antenatal Care,Yes,Specific days,Yes,
KD-014-R1,Postnatal Care,Yes,Specific days,Yes,
KD-014-R1,IMCI,Yes,MTWTF,Yes,
KD-014-R1,Malaria,Yes,Specific days,Yes,
KD-014-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-014-R1,Family Planning,No,,,
KD-014-R2,Immunization,Yes,Specific days,Yes,
KD-014-R2,Nutrition,No,,,
KD-014-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-014-R2,Postnatal Care,Yes,Specific days,Yes,
KD-014-R2,IMCI,Yes,Specific days,Yes,
KD-014-R2,Malaria,Yes,On needs basis,Yes,
KD-014-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-014-R2,Family Planning,No,,,
KD-014-R3,Immunization,Yes,Specific days,No,Vaccine stock-out
KD-014-R3,Nutrition,No,,,
KD-014-R3,Antenatal Care,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R3,Postnatal Care,Yes,MTWTFSS,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R3,IMCI,Yes,MTWTF,No,Low community turnout / community resistance
KD-014-R3,Malaria,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R3,Labour and Delivery,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R3,Family Planning,No,,,
KD-014-R4,Immunization,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R4,Nutrition,No,,,
KD-014-R4,Antenatal Care,Yes,Specific days,Yes,
KD-014-R4,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-014-R4,IMCI,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-014-R4,Malaria,Yes,On needs basis,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R4,Labour and Delivery,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-014-R4,Family Planning,No,,,
KD-014-R5,Immunization,Yes,On needs basis,Yes,
KD-014-R5,Nutrition,No,,,
KD-014-R5,Antenatal Care,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R5,Postnatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-014-R5,IMCI,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-014-R5,Malaria,Yes,Specific days,Yes,
KD-014-R5,Labour and Delivery,Yes,MTWTF,Yes,
KD-014-R5,Family Planning,No,,,
KD-014-R6,Immunization,Yes,On needs basis,Yes,
KD-014-R6,Nutrition,No,,,
KD-014-R6,Antenatal Care,Yes,Specific days,Yes,
KD-014-R6,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-014-R6,IMCI,Yes,Specific days,Yes,
KD-014-R6,Malaria,Yes,MTWTF,Yes,
KD-014-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-014-R6,Family Planning,No,,,
KD-015-R1,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-015-R1,Nutrition,No,,,
KD-015-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-015-R1,Postnatal Care,No,,,
KD-015-R1,IMCI,Yes,MTWTFSS,Yes,
KD-015-R1,Malaria,No,,,
KD-015-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-015-R1,Family Planning,Yes,MTWTF,Yes,
KD-015-R2,Immunization,Yes,MTWTF,No,Weather or environmental conditions
KD-015-R2,Nutrition,No,,,
KD-015-R2,Antenatal Care,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-015-R2,Postnatal Care,No,,,
KD-015-R2,IMCI,Yes,MTWTF,Yes,
KD-015-R2,Malaria,No,,,
KD-015-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-015-R2,Family Planning,Yes,MTWTF,Yes,
KD-015-R3,Immunization,Yes,MTWTF,Yes,
KD-015-R3,Nutrition,No,,,
KD-015-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-015-R3,Postnatal Care,No,,,
KD-015-R3,IMCI,Yes,On needs basis,Yes,
KD-015-R3,Malaria,No,,,
KD-015-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-015-R3,Family Planning,Yes,MTWTF,Yes,
KD-015-R4,Immunization,Yes,Specific days,Yes,
KD-015-R4,Nutrition,No,,,
KD-015-R4,Antenatal Care,Yes,Specific days,Yes,
KD-015-R4,Postnatal Care,No,,,
KD-015-R4,IMCI,Yes,Specific days,Yes,
KD-015-R4,Malaria,No,,,
KD-015-R4,Labour and Delivery,Yes,MTWTF,Yes,
KD-015-R4,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-015-R5,Immunization,Yes,MTWTFSS,Yes,
KD-015-R5,Nutrition,No,,,
KD-015-R5,Antenatal Care,Yes,MTWTF,Yes,
KD-015-R5,Postnatal Care,No,,,
KD-015-R5,IMCI,Yes,Specific days,Yes,
KD-015-R5,Malaria,No,,,
KD-015-R5,Labour and Delivery,Yes,MTWTF,Yes,
KD-015-R5,Family Planning,Yes,On needs basis,Yes,
KD-015-R6,Immunization,Yes,On needs basis,Yes,
KD-015-R6,Nutrition,No,,,
KD-015-R6,Antenatal Care,Yes,Specific days,Yes,
KD-015-R6,Postnatal Care,No,,,
KD-015-R6,IMCI,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-015-R6,Malaria,No,,,
KD-015-R6,Labour and Delivery,Yes,Specific days,No,Lack of transportation or logistics support
KD-015-R6,Family Planning,Yes,Specific days,Yes,
KD-016-R1,Immunization,Yes,Specific days,Yes,
KD-016-R1,Nutrition,No,,,
KD-016-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-016-R1,Postnatal Care,Yes,Specific days,Yes,
KD-016-R1,IMCI,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R1,Malaria,Yes,Specific days,Yes,
KD-016-R1,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-016-R1,Family Planning,Yes,Specific days,Yes,
KD-016-R2,Immunization,Yes,MTWTF,Yes,
KD-016-R2,Nutrition,No,,,
KD-016-R2,Antenatal Care,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R2,Postnatal Care,Yes,Specific days,No,Low community turnout / community resistance
KD-016-R2,IMCI,Yes,Specific days,Yes,
KD-016-R2,Malaria,Yes,On needs basis,No,Low community turnout / community resistance
KD-016-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-016-R2,Family Planning,Yes,MTWTF,Yes,
KD-016-R3,Immunization,Yes,Specific days,Yes,
KD-016-R3,Nutrition,No,,,
KD-016-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-016-R3,Postnatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R3,IMCI,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-016-R3,Malaria,Yes,On needs basis,Yes,
KD-016-R3,Labour and Delivery,Yes,MTWTFSS,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R3,Family Planning,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-016-R4,Immunization,Yes,MTWTFSS,Yes,
KD-016-R4,Nutrition,No,,,
KD-016-R4,Antenatal Care,Yes,MTWTFSS,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R4,Postnatal Care,Yes,MTWTFSS,No,"Attending training, meeting, or other official assignment"
KD-016-R4,IMCI,Yes,Specific days,Yes,
KD-016-R4,Malaria,Yes,Specific days,Yes,
KD-016-R4,Labour and Delivery,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-016-R4,Family Planning,Yes,Specific days,Yes,
KD-016-R5,Immunization,Yes,MTWTF,Yes,
KD-016-R5,Nutrition,No,,,
KD-016-R5,Antenatal Care,Yes,MTWTFSS,Yes,
KD-016-R5,Postnatal Care,Yes,Specific days,Yes,
KD-016-R5,IMCI,Yes,Specific days,Yes,
KD-016-R5,Malaria,Yes,Specific days,Yes,
KD-016-R5,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-016-R5,Family Planning,Yes,Specific days,Yes,
KD-016-R6,Immunization,Yes,MTWTF,No,Other
KD-016-R6,Nutrition,No,,,
KD-016-R6,Antenatal Care,Yes,MTWTFSS,Yes,
KD-016-R6,Postnatal Care,Yes,Specific days,Yes,
KD-016-R6,IMCI,Yes,Specific days,Yes,
KD-016-R6,Malaria,Yes,MTWTF,Yes,
KD-016-R6,Labour and Delivery,Yes,MTWTF,No,Low community turnout / community resistance
KD-016-R6,Family Planning,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-017-R1,Immunization,No,,,
KD-017-R1,Nutrition,No,,,
KD-017-R1,Antenatal Care,Yes,Specific days,Yes,
KD-017-R1,Postnatal Care,Yes,Specific days,Yes,
KD-017-R1,IMCI,Yes,MTWTF,Yes,
KD-017-R1,Malaria,Yes,On needs basis,Yes,
KD-017-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-017-R1,Family Planning,No,,,
KD-017-R2,Immunization,No,,,
KD-017-R2,Nutrition,No,,,
KD-017-R2,Antenatal Care,Yes,Specific days,Yes,
KD-017-R2,Postnatal Care,Yes,MTWTFSS,Yes,
KD-017-R2,IMCI,Yes,Specific days,Yes,
KD-017-R2,Malaria,Yes,MTWTF,Yes,
KD-017-R2,Labour and Delivery,Yes,MTWTF,No,Weather or environmental conditions
KD-017-R2,Family Planning,No,,,
KD-017-R3,Immunization,No,,,
KD-017-R3,Nutrition,No,,,
KD-017-R3,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-017-R3,Postnatal Care,Yes,On needs basis,Yes,
KD-017-R3,IMCI,Yes,MTWTF,Yes,
KD-017-R3,Malaria,Yes,Specific days,Yes,
KD-017-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-017-R3,Family Planning,No,,,
KD-017-R4,Immunization,No,,,
KD-017-R4,Nutrition,No,,,
KD-017-R4,Antenatal Care,Yes,On needs basis,Yes,
KD-017-R4,Postnatal Care,Yes,Specific days,Yes,
KD-017-R4,IMCI,Yes,MTWTF,Yes,
KD-017-R4,Malaria,Yes,On needs basis,Yes,
KD-017-R4,Labour and Delivery,Yes,MTWTF,Yes,
KD-017-R4,Family Planning,No,,,
KD-017-R5,Immunization,No,,,
KD-017-R5,Nutrition,No,,,
KD-017-R5,Antenatal Care,Yes,On needs basis,Yes,
KD-017-R5,Postnatal Care,Yes,Specific days,Yes,
KD-017-R5,IMCI,Yes,Specific days,Yes,
KD-017-R5,Malaria,Yes,Specific days,Yes,
KD-017-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-017-R5,Family Planning,No,,,
KD-017-R6,Immunization,No,,,
KD-017-R6,Nutrition,No,,,
KD-017-R6,Antenatal Care,Yes,Specific days,Yes,
KD-017-R6,Postnatal Care,Yes,On needs basis,Yes,
KD-017-R6,IMCI,Yes,Specific days,Yes,
KD-017-R6,Malaria,Yes,MTWTF,Yes,
KD-017-R6,Labour and Delivery,Yes,On needs basis,Yes,
KD-017-R6,Family Planning,No,,,
KD-018-R1,Immunization,Yes,MTWTF,Yes,
KD-018-R1,Nutrition,No,,,
KD-018-R1,Antenatal Care,Yes,MTWTFSS,No,Low community turnout / community resistance
KD-018-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-018-R1,IMCI,No,,,
KD-018-R1,Malaria,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-018-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-018-R1,Family Planning,No,,,
KD-018-R2,Immunization,Yes,MTWTF,Yes,
KD-018-R2,Nutrition,No,,,
KD-018-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-018-R2,Postnatal Care,Yes,Specific days,Yes,
KD-018-R2,IMCI,No,,,
KD-018-R2,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-018-R2,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-018-R2,Family Planning,No,,,
KD-018-R3,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-018-R3,Nutrition,No,,,
KD-018-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-018-R3,Postnatal Care,Yes,Specific days,Yes,
KD-018-R3,IMCI,No,,,
KD-018-R3,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-018-R3,Labour and Delivery,Yes,On needs basis,Yes,
KD-018-R3,Family Planning,No,,,
KD-018-R4,Immunization,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-018-R4,Nutrition,No,,,
KD-018-R4,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-018-R4,Postnatal Care,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-018-R4,IMCI,No,,,
KD-018-R4,Malaria,Yes,MTWTF,Yes,
KD-018-R4,Labour and Delivery,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-018-R4,Family Planning,No,,,
KD-018-R5,Immunization,Yes,MTWTF,Yes,
KD-018-R5,Nutrition,No,,,
KD-018-R5,Antenatal Care,Yes,MTWTF,No,Low community turnout / community resistance
KD-018-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-018-R5,IMCI,No,,,
KD-018-R5,Malaria,Yes,MTWTFSS,Yes,
KD-018-R5,Labour and Delivery,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-018-R5,Family Planning,No,,,
KD-018-R6,Immunization,Yes,MTWTF,Yes,
KD-018-R6,Nutrition,No,,,
KD-018-R6,Antenatal Care,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-018-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-018-R6,IMCI,No,,,
KD-018-R6,Malaria,Yes,Specific days,No,Other
KD-018-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-018-R6,Family Planning,No,,,
KD-019-R1,Immunization,Yes,Specific days,Yes,
KD-019-R1,Nutrition,Yes,MTWTF,Yes,
KD-019-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-019-R1,Postnatal Care,Yes,Specific days,Yes,
KD-019-R1,IMCI,Yes,MTWTF,Yes,
KD-019-R1,Malaria,Yes,MTWTF,Yes,
KD-019-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-019-R1,Family Planning,Yes,MTWTF,Yes,
KD-019-R2,Immunization,Yes,Specific days,Yes,
KD-019-R2,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-019-R2,Antenatal Care,Yes,Specific days,Yes,
KD-019-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-019-R2,IMCI,Yes,On needs basis,Yes,
KD-019-R2,Malaria,Yes,MTWTF,Yes,
KD-019-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-019-R2,Family Planning,Yes,Specific days,Yes,
KD-019-R3,Immunization,Yes,Specific days,No,Lack of transportation or logistics support
KD-019-R3,Nutrition,Yes,MTWTF,Yes,
KD-019-R3,Antenatal Care,Yes,MTWTFSS,Yes,
KD-019-R3,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-019-R3,IMCI,Yes,On needs basis,Yes,
KD-019-R3,Malaria,Yes,Specific days,Yes,
KD-019-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-019-R3,Family Planning,Yes,Specific days,Yes,
KD-019-R4,Immunization,Yes,On needs basis,Yes,
KD-019-R4,Nutrition,Yes,MTWTF,Yes,
KD-019-R4,Antenatal Care,Yes,MTWTF,Yes,
KD-019-R4,Postnatal Care,Yes,On needs basis,No,Weather or environmental conditions
KD-019-R4,IMCI,Yes,Specific days,Yes,
KD-019-R4,Malaria,Yes,Specific days,No,Weather or environmental conditions
KD-019-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-019-R4,Family Planning,Yes,MTWTF,Yes,
KD-019-R5,Immunization,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-019-R5,Nutrition,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-019-R5,Antenatal Care,Yes,On needs basis,Yes,
KD-019-R5,Postnatal Care,Yes,MTWTFSS,Yes,
KD-019-R5,IMCI,Yes,MTWTF,Yes,
KD-019-R5,Malaria,Yes,On needs basis,Yes,
